#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>1minute
#     DESCRIPTOR                      IMF and Plasma data
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            1minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                 
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html   
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_1min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 1 minute
#     LOGICAL_SOURCE                  omni_hro_1min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 1-minute IMF and Plasma Data Time-Shifted to the                           
#                                      Nose of the Earth's Bow Shock, plus Magnetic Indices                                                  
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_1min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT1M
#     CDAWEB_PARENTS                  omni_hro_1min_00000000_v01
#                                     omni_hro_1min_19970201_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Magnitude of avg. field vector (nT) (last currently-available OMNI B-field data Mar 13, 2024)
#  3. Bx (nT), GSE
#  4. By (nT), GSE
#  5. Bz (nT), GSE
#  6. Flow Speed (km/s), GSE
#  7. Vx Velocity (km/s), GSE
#  8. Vy Velocity (km/s), GSE
#  9. Vz Velocity (km/s), GSE
# 10. Proton density (n/cc) (last currently-available OMNI plasma data Mar 13, 2024)
# 11. Temperature (K)
# 12. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#
EPOCH_TIME              MAG_AVG_B-VECTOR       BX,_GSE       BY,_GSE       BZ,_GSE FLOW_SPEED,_GSE VX_VELOCITY,_GSE VY_VELOCITY,_GSE VZ_VELOCITY,_GSE PROTON_DENSITY   TEMPERATURE   PLASMA_BETA
dd-mm-yyyy hh:mm:ss.ms                nT            nT            nT            nT            km/s             km/s             km/s             km/s           n/cc             K              
08-02-1997 08:26:00.000          6.52000       1.78000       3.69000      -2.35000         384.000         -383.800         -11.2000         -1.60000        6.88000       144378.       1.84000
08-02-1997 08:27:00.000          6.10000       2.63000       1.61000      -3.56000         389.400         -389.300         -9.20000        -0.400000        7.20000       160768.       2.33000
08-02-1997 08:28:00.000          6.09000      -2.38000       5.36000     -0.840000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 08:29:00.000          6.24000      -2.01000       5.56000      -1.52000         394.100         -394.000          5.40000         0.400000        7.00000       146171.       2.05000
08-02-1997 08:30:00.000          6.30000     -0.790000       5.35000      -3.09000         395.600         -395.500          2.00000         0.700000        7.08000       137697.       1.97000
08-02-1997 08:31:00.000          5.34000      0.400000       3.98000      -3.31000         397.000         -396.900          3.50000         -6.30000        7.42000       122544.       2.72000
08-02-1997 08:32:00.000          5.81000       1.36000       4.25000      -3.53000         397.100         -397.000          3.90000         -6.20000        7.47000       122273.       2.31000
08-02-1997 08:33:00.000          5.75000       3.63000       1.60000      -4.05000         401.500         -401.300         -11.4000          5.50000        7.45000       96078.0       2.10000
08-02-1997 08:34:00.000          5.21000       1.29000       3.08000      -3.18000         399.300         -399.100         -12.6000          3.70000        7.57000       98183.0       2.63000
08-02-1997 08:35:00.000          5.12000       3.69000      0.840000      -3.27000         399.600         -399.500         -13.0000          1.20000        7.72000       108810.       2.91000
08-02-1997 08:36:00.000          5.58000       4.21000      0.390000      -3.57000         404.000         -403.900         -11.0000          2.80000        7.35000       110894.       2.35000
08-02-1997 08:37:00.000          4.58000       2.87000       1.08000      -3.39000         404.400         -404.300         -10.9000          3.20000        7.21000       109506.       3.40000
08-02-1997 08:38:00.000          3.90000       2.15000       1.08000      -3.05000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 08:39:00.000          4.06000       2.12000       1.20000      -3.25000         397.200         -397.000         -10.4000          6.60000        7.63000       113401.       4.66000
08-02-1997 08:40:00.000          4.15000       2.07000       1.32000      -3.32000         397.200         -397.000         -10.4000          6.60000        7.63000       113401.       4.46000
08-02-1997 08:41:00.000          4.30000       2.32000       1.24000      -2.85000         397.300         -397.200         -9.30000          6.10000        7.87000       125101.       4.49000
08-02-1997 08:42:00.000          4.96000       3.09000      -3.18000      0.540000         398.000         -398.000         -5.60000          4.50000        8.63000       163707.       4.26000
08-02-1997 08:43:00.000          4.67000       3.19000      -3.35000      0.240000         422.700         -422.600          3.50000          13.3000        8.06000       113936.       3.73000
08-02-1997 08:44:00.000          4.79000       3.33000      -2.80000     -0.540000         424.700         -424.500          6.00000          13.5000        8.04000       112837.       3.52000
08-02-1997 08:45:00.000          4.97000       3.91000      -1.47000      -2.07000         423.700         -423.400          9.90000          7.80000        8.19000       123901.       3.48000
08-02-1997 08:46:00.000          4.94000       4.51000      -1.54000     -0.500000         419.200         -419.100          5.00000         -6.50000        8.44000       133288.       3.76000
08-02-1997 08:47:00.000          4.93000       4.45000     -0.930000      -1.81000         419.500         -419.100          12.2000         -14.1000        7.80000       143017.       3.62000
08-02-1997 08:48:00.000          4.80000       4.30000     -0.890000      -1.94000         419.500         -419.100          12.2000         -14.1000        7.80000       143017.       3.82000
08-02-1997 08:49:00.000          4.75000       3.89000     -0.690000      -2.62000         420.900         -420.700          6.30000          12.2000        7.82000       138197.       3.84000
08-02-1997 08:50:00.000          5.01000       2.88000    -0.0700000      -4.07000         420.900         -420.700          6.30000          12.2000        7.82000       138197.       3.45000
08-02-1997 08:51:00.000          5.13000       3.65000      0.470000      -3.36000         418.400         -418.100          2.90000          11.6000        7.87000       109431.       2.96000
08-02-1997 08:52:00.000          5.27000       4.34000      0.660000      -2.60000         418.700         -418.500          7.40000          8.70000        7.91000       112187.       2.85000
08-02-1997 08:53:00.000          5.03000       4.12000       1.13000      -1.46000         419.500         -419.200          4.50000          13.4000        7.87000       112240.       3.11000
08-02-1997 08:54:00.000          5.56000       4.92000     -0.380000      -2.53000         417.200         -417.100          6.30000          8.90000        7.76000       103320.       2.42000
08-02-1997 08:55:00.000          5.52000       4.86000     -0.270000      -2.57000         416.400         -416.300          7.00000          6.00000        7.70000       100303.       2.40000
08-02-1997 08:56:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 08:57:00.000          5.44000       4.80000     -0.200000      -2.53000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 08:58:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 08:59:00.000          5.54000       4.86000     -0.140000      -2.63000         415.300         -415.200          5.50000          8.10000        7.76000       98335.0       2.38000
08-02-1997 09:00:00.000          5.45000       4.77000     -0.320000      -2.59000         415.300         -415.200          5.50000          8.10000        7.76000       98335.0       2.46000
08-02-1997 09:01:00.000          5.44000       4.85000     -0.780000      -2.31000         415.300         -415.200          5.50000          8.10000        7.76000       98335.0       2.47000
08-02-1997 09:02:00.000          5.43000       4.71000     -0.950000      -2.50000         415.900         -415.700          7.00000          10.7000        8.17000       88879.0       2.50000
08-02-1997 09:03:00.000          5.53000       4.79000     -0.730000      -2.66000         415.900         -415.700          7.00000          10.7000        8.17000       88879.0       2.41000
08-02-1997 09:04:00.000          5.33000       4.76000      -1.19000      -2.07000         411.200         -411.000          11.5000          6.80000        8.22000       91090.0       2.64000
08-02-1997 09:05:00.000          5.36000       4.84000     -0.990000      -1.97000         413.400         -413.100          12.4000          3.90000        8.57000       106821.       2.92000
08-02-1997 09:06:00.000          5.34000       4.41000     -0.190000      -2.90000         413.500         -413.300          12.7000          1.80000        8.70000       112124.       3.05000
08-02-1997 09:07:00.000          5.24000       3.65000      0.530000      -3.67000         407.300         -407.200          5.40000          3.20000        8.38000       94203.0       2.83000
08-02-1997 09:08:00.000          5.22000       3.61000      0.460000      -3.59000         405.800         -405.800         0.300000          4.00000        8.44000       95275.0       2.88000
08-02-1997 09:09:00.000          5.23000       4.18000    -0.0300000      -2.98000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 09:10:00.000          4.92000     -0.110000       2.77000      -3.06000         411.400         -411.000          15.6000          6.70000        8.86000       94415.0       3.39000
08-02-1997 09:11:00.000          4.64000      -2.82000       3.41000      -1.37000         423.400         -422.700          21.9000          8.30000        8.73000       102602.       3.90000
08-02-1997 09:12:00.000          5.41000      -3.15000       4.25000      -1.09000         435.200         -434.200          28.2000          9.80000        8.61000       110633.       2.92000
08-02-1997 09:13:00.000          5.32000      -2.70000       4.25000      -1.67000         427.800         -427.000          26.1000          3.40000        8.72000       104118.       2.98000
08-02-1997 09:14:00.000          6.46000      -2.61000       5.31000      -2.44000         427.800         -427.000          26.1000          3.40000        8.72000       104118.       2.02000
08-02-1997 09:15:00.000          5.90000      -2.75000       4.77000      -1.98000         426.900         -426.200          24.0000          4.90000        8.49000       98701.0       2.30000
08-02-1997 09:16:00.000          6.79000      -4.42000       5.02000     -0.110000         419.700         -419.300          17.3000         0.600000        8.33000       106801.       1.77000
08-02-1997 09:17:00.000          7.08000      -5.04000       4.76000      0.130000         419.500         -418.900          21.5000         -1.50000        8.20000       103918.       1.58000
08-02-1997 09:18:00.000          7.70000      -5.24000       5.61000     0.0900000         418.500         -418.000          21.4000         -1.50000        8.14000       101801.       1.31000
08-02-1997 09:19:00.000          8.22000      -6.23000       5.34000      0.220000         418.600         -418.300          13.7000         0.700000        8.31000       97045.0       1.15000
08-02-1997 09:20:00.000          8.26000      -6.30000       5.32000      0.280000         414.800         -414.500          14.7000         -6.10000        7.78000       93591.0       1.05000
08-02-1997 09:21:00.000          8.25000      -5.89000       5.75000      0.490000         412.600         -412.200          14.7000         -9.60000        7.44000       89811.0      0.990000
08-02-1997 09:22:00.000          8.23000      -5.62000       6.00000      0.410000         411.500         -411.100          15.0000         -9.80000        7.48000       86127.0      0.990000
08-02-1997 09:23:00.000          8.22000      -5.30000       6.27000      0.280000         408.800         -408.400          15.2000         -9.70000        7.32000       74384.0      0.910000
08-02-1997 09:24:00.000          8.19000      -5.13000       6.38000      0.180000         408.800         -408.400          15.2000         -9.70000        7.32000       74384.0      0.920000
08-02-1997 09:25:00.000          8.12000      -4.96000       6.43000       0.00000         407.500         -407.000          18.5000         -5.70000        7.87000       72775.0       1.00000
08-02-1997 09:26:00.000          8.11000      -4.90000       6.43000     -0.460000         406.700         -406.100          20.1000         -8.30000        7.82000       71789.0      0.990000
08-02-1997 09:27:00.000          8.04000      -5.04000       6.19000     -0.890000         405.600         -405.000          19.0000         -12.6000        7.44000       70014.0      0.950000
08-02-1997 09:28:00.000          7.75000      -4.92000       5.90000     -0.920000         406.200         -405.500          18.0000         -13.9000        7.09000       73120.0      0.990000
08-02-1997 09:29:00.000          7.78000      -4.98000       5.88000      -1.07000         406.100         -405.300          19.2000         -17.0000        7.45000       79265.0       1.06000
08-02-1997 09:30:00.000          7.89000      -5.51000       5.59000     -0.740000         409.200         -408.500          15.7000         -18.7000        8.61000       88695.0       1.25000
08-02-1997 09:31:00.000          7.97000      -5.64000       5.59000     -0.590000         411.000         -410.400          13.5000         -17.5000        8.96000       90331.0       1.28000
08-02-1997 09:32:00.000          7.80000      -5.78000       5.22000     -0.210000         411.500         -411.000          13.5000         -13.8000        8.58000       90791.0       1.29000
