#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>1minute
#     DESCRIPTOR                      IMF and Plasma data
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            1minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                 
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html   
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_1min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 1 minute
#     LOGICAL_SOURCE                  omni_hro_1min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 1-minute IMF and Plasma Data Time-Shifted to the                           
#                                      Nose of the Earth's Bow Shock, plus Magnetic Indices                                                  
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_1min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT1M
#     CDAWEB_PARENTS                  omni_hro_1min_00000000_v01
#                                     omni_hro_1min_19970201_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Magnitude of avg. field vector (nT) (last currently-available OMNI B-field data Mar 13, 2024)
#  3. Bx (nT), GSE
#  4. By (nT), GSE
#  5. Bz (nT), GSE
#  6. Flow Speed (km/s), GSE
#  7. Vx Velocity (km/s), GSE
#  8. Vy Velocity (km/s), GSE
#  9. Vz Velocity (km/s), GSE
# 10. Proton density (n/cc) (last currently-available OMNI plasma data Mar 13, 2024)
# 11. Temperature (K)
# 12. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#
EPOCH_TIME              MAG_AVG_B-VECTOR       BX,_GSE       BY,_GSE       BZ,_GSE FLOW_SPEED,_GSE VX_VELOCITY,_GSE VY_VELOCITY,_GSE VZ_VELOCITY,_GSE PROTON_DENSITY   TEMPERATURE   PLASMA_BETA
dd-mm-yyyy hh:mm:ss.ms                nT            nT            nT            nT            km/s             km/s             km/s             km/s           n/cc             K              
08-02-1997 12:33:00.000          15.0300       2.94000       8.89000      -11.4900         484.300         -482.700         -32.1000         -19.6000        20.1600       76131.0      0.760000
08-02-1997 12:34:00.000          15.5900       1.21000       6.47000      -14.1200         481.200         -480.300         -25.2000         -12.1000        20.6000       75764.0      0.720000
08-02-1997 12:35:00.000          15.7100       1.21000       6.66000      -14.1700         472.600         -472.500         -10.8000         -6.40000        19.1800       72965.0      0.650000
08-02-1997 12:36:00.000          15.7500       1.64000       5.24000      -14.7200         471.800         -471.700         -11.5000         -5.70000        19.3400       73076.0      0.650000
08-02-1997 12:37:00.000          14.8100      0.960000       6.67000      -12.9200         471.400         -471.100         -14.1000         -9.20000        20.5300       75512.0      0.790000
08-02-1997 12:38:00.000          14.0900     -0.480000       11.0200      -8.68000         467.500         -466.400         -27.3000         -14.2000        20.3100       77233.0      0.870000
08-02-1997 12:39:00.000          13.9700     -0.890000       11.0200      -8.49000         465.900         -464.400         -37.3000         -3.40000        25.9100       74937.0       1.12000
08-02-1997 12:40:00.000          14.3100      -2.57000       10.4500      -9.38000         465.700         -464.200         -37.8000         -2.40000        26.1500       74521.0       1.08000
08-02-1997 12:41:00.000          15.0200      -3.11000       10.4200      -10.3100         464.300         -462.500         -40.1000         0.200000        25.8900       72470.0      0.960000
08-02-1997 12:42:00.000          15.1500      -3.72000       10.6700      -10.0700         464.200         -462.600         -38.8000         -2.40000        22.2100       76812.0      0.830000
08-02-1997 12:43:00.000          14.5500      -3.48000       10.8500      -9.04000         464.200         -462.600         -38.5000         -3.10000        21.2000       78010.0      0.860000
08-02-1997 12:44:00.000          14.3600      -2.87000       10.9700      -8.80000         467.800         -466.100         -38.8000         -1.90000        23.6200       75903.0      0.970000
08-02-1997 12:45:00.000          14.0700      -2.94000       10.7600      -8.57000         467.900         -466.200         -38.8000         -1.90000        23.7200       75816.0       1.02000
08-02-1997 12:46:00.000          14.3600      -3.58000       11.1200      -8.31000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 12:47:00.000          14.4900      -3.76000       11.3500      -8.15000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 12:48:00.000          14.5300      -2.22000       11.1000      -9.04000         464.700         -462.600         -44.4000         -1.60000        25.5000       80358.0       1.05000
08-02-1997 12:49:00.000          14.4600      -3.32000       10.4900      -9.34000         464.700         -462.600         -44.4000         -1.60000        25.5000       80358.0       1.06000
08-02-1997 12:50:00.000          14.3000      -2.77000       10.6600      -9.07000         468.400         -466.200         -45.6000         -4.50000        26.4300       71072.0       1.07000
08-02-1997 12:51:00.000          14.2900      -2.66000       10.9100      -8.82000         468.400         -466.200         -45.6000         -4.50000        26.4300       71072.0       1.07000
08-02-1997 12:52:00.000          14.3500      -2.32000       11.4600      -8.30000         468.400         -466.200         -45.6000         -4.50000        26.4300       71072.0       1.06000
08-02-1997 12:53:00.000          13.5400      -2.04000       9.31000      -9.52000         463.100         -461.600         -32.0000         -19.0000        28.8800       83312.0       1.39000
08-02-1997 12:54:00.000          13.5900      -1.72000       8.81000      -10.0800         462.400         -461.000         -33.0000         -12.7000        28.7300       86781.0       1.39000
08-02-1997 12:55:00.000          13.8200      -1.79000       9.81000      -9.57000         461.800         -460.500         -33.9000         -6.80000        28.5900       90023.0       1.36000
08-02-1997 12:56:00.000          13.5200      -2.27000       8.26000      -10.3400         459.100         -458.300         -26.4000         -1.10000        28.9300       79826.0       1.37000
08-02-1997 12:57:00.000          14.0700      -1.01000       10.5100      -7.92000         462.500         -461.800         -23.0000          2.80000        30.0900       85004.0       1.35000
08-02-1997 12:58:00.000          14.1600      0.500000       12.8700      -4.89000         467.800         -466.600         -31.1000         -8.40000        31.2400       90669.0       1.42000
08-02-1997 12:59:00.000          14.3300      0.100000       12.7400      -6.03000         474.800         -473.000         -37.2000         -16.3000        28.3700       85484.0       1.23000
08-02-1997 13:00:00.000          15.5700       0.00000       11.4300      -10.2500         471.200         -469.500         -36.8000         -13.1000        24.1900       93893.0      0.920000
08-02-1997 13:01:00.000          15.8800     -0.390000       10.5000      -11.9000         470.300         -469.000         -31.5000         -12.4000        22.7400       89333.0      0.820000
08-02-1997 13:02:00.000          15.8000      0.240000       10.6800      -11.6300         469.500         -468.600         -27.1000         -11.9000        21.5300       85562.0      0.770000
08-02-1997 13:03:00.000          15.7000     -0.520000       11.2800      -10.9000         467.700         -466.800         -27.3000         -11.6000        21.0700       96651.0      0.800000
08-02-1997 13:04:00.000          15.5800     0.0700000       10.0200      -11.3900         467.900         -467.000         -25.1000         -15.1000        21.1400       93087.0      0.800000
08-02-1997 13:05:00.000          14.2500       2.83000     -0.780000      -13.8900         469.800         -469.200         -17.9000         -16.5000        23.7300       89341.0       1.06000
08-02-1997 13:06:00.000          14.6100       2.03000       4.40000      -12.9500         471.800         -471.400         -10.6000         -14.4000        25.7500       88269.0       1.09000
08-02-1997 13:07:00.000          14.3800      0.680000       6.42000      -12.8300         473.200         -473.100         -3.90000         -5.70000        24.7300       92767.0       1.10000
08-02-1997 13:08:00.000          14.7000       2.00000       8.60000      -11.6800         472.200         -472.100         -8.10000        -0.600000        27.5700       106065.       1.24000
08-02-1997 13:09:00.000          14.9500      0.710000       9.24000      -11.6300         471.500         -471.300         -10.7000         -2.50000        26.5100       101949.       1.14000
08-02-1997 13:10:00.000          14.7700     0.0500000       12.4500      -7.80000         470.000         -469.500         -16.7000         -8.50000        24.2400       92724.0       1.02000
08-02-1997 13:11:00.000          15.4800     -0.790000       14.2300      -5.95000         468.500         -466.700         -28.6000         -29.4000        24.2700       91312.0      0.930000
08-02-1997 13:12:00.000          15.7900     -0.550000       14.3800      -6.44000         467.400         -466.300         -23.5000         -21.1000        21.4000       97627.0      0.810000
08-02-1997 13:13:00.000          15.4100     0.0900000       14.3200      -5.66000         467.400         -466.300         -24.2000         -20.9000        21.3500       98440.0      0.850000
08-02-1997 13:14:00.000          15.6800      0.320000       14.6100      -5.65000         468.600         -466.700         -33.5000         -26.8000        23.6100       98246.0      0.910000
08-02-1997 13:15:00.000          15.8100      0.120000       14.6600      -5.92000         467.500         -465.500         -33.3000         -28.3000        23.4100       96544.0      0.880000
08-02-1997 13:16:00.000          15.4800     -0.440000       14.1300      -6.22000         466.800         -464.600         -32.1000         -30.9000        23.5800       94287.0      0.910000
08-02-1997 13:17:00.000          15.5100     -0.880000       14.0800      -6.40000         469.900         -467.900         -29.9000         -31.3000        24.9000       95843.0      0.970000
08-02-1997 13:18:00.000          15.3100     0.0100000       13.6000      -6.84000         467.500         -465.400         -30.8000         -31.5000        24.8800       102975.       1.02000
08-02-1997 13:19:00.000          14.7600      0.110000       13.7600      -1.50000         467.500         -465.400         -30.8000         -31.5000        24.8800       102975.       1.10000
08-02-1997 13:20:00.000          14.4600     -0.240000       14.1900       1.14000         468.700         -464.600         -43.0000         -45.1000        30.6200       95868.0       1.37000
08-02-1997 13:21:00.000          14.6100     -0.300000       14.5100     0.0300000         467.300         -463.200         -48.1000         -38.7000        28.9400       86205.0       1.21000
08-02-1997 13:22:00.000          15.2600      -1.02000       15.0800      -1.28000         467.400         -463.200         -51.7000         -34.7000        27.6100       81305.0       1.03000
08-02-1997 13:23:00.000          16.1600     -0.930000       15.8400     -0.780000         471.300         -468.600         -45.8000         -21.3000        29.4600       84913.0       1.00000
08-02-1997 13:24:00.000          16.7300    -0.0400000       16.3900      -2.92000         467.100         -464.400         -38.8000         -30.3000        25.9600       85358.0      0.820000
08-02-1997 13:25:00.000          15.1900      -2.09000       14.7000       2.08000         466.600         -463.900         -37.8000         -31.3000        27.6300       85474.0       1.07000
08-02-1997 13:26:00.000          15.4600      -2.01000       15.1500      0.710000         468.100         -465.500         -41.1000         -27.1000        30.7000       82219.0       1.13000
08-02-1997 13:27:00.000          15.2200      -2.46000       14.8200       2.34000         469.300         -466.900         -37.7000         -28.8000        31.4600       82537.0       1.19000
08-02-1997 13:28:00.000          14.7800      -1.95000       14.6000       1.22000         471.400         -469.900         -28.6000         -24.8000        32.6200       85866.0       1.33000
08-02-1997 13:29:00.000          15.0600      -2.36000       14.6200       1.46000         469.800         -468.000         -31.3000         -26.1000        31.6100       81580.0       1.22000
08-02-1997 13:30:00.000          14.0500      -1.15000       13.9900     -0.560000         468.800         -466.900         -32.5000         -27.3000        31.5800       80383.0       1.39000
08-02-1997 13:31:00.000          13.3700      -1.85000       12.7700       2.09000         460.300         -456.700         -38.4000         -42.1000        36.0800       80117.0       1.75000
08-02-1997 13:32:00.000          13.0400     -0.450000       12.7800      -1.65000         460.300         -456.100         -35.2000         -50.7000        39.0400       79534.0       1.99000
08-02-1997 13:33:00.000          12.4000       3.70000       8.34000      -7.62000         462.300         -458.500         -35.1000         -47.2000        38.8200       83156.0       2.22000
08-02-1997 13:34:00.000          11.8400       4.68000       5.87000      -9.04000         467.800         -465.300         -36.2000         -32.6000        36.4900       93727.0       2.40000
08-02-1997 13:35:00.000          10.8900       3.42000      -1.25000      -9.98000         474.600         -473.300         -25.2000         -24.2000        35.8700       110929.       3.01000
08-02-1997 13:36:00.000          12.8600       4.18000       6.68000      -10.1100         475.200         -474.000         -27.6000         -20.0000        37.9300       113184.       2.30000
08-02-1997 13:37:00.000          13.4700       4.63000       7.18000      -10.3600         475.300         -474.100         -28.1000         -18.9000        38.4500       113015.       2.13000
08-02-1997 13:38:00.000          13.1000       3.60000       9.18000      -8.25000         475.600         -474.600         -26.3000         -17.4000        39.4400       96607.0       2.15000
08-02-1997 13:39:00.000          11.3200       1.86000       10.9000     -0.730000         479.700         -479.400         -16.4000         -6.50000        42.4400       103764.       3.20000
08-02-1997 13:40:00.000          8.89000       1.26000       8.57000       1.74000         480.200         -480.000         -14.5000         -4.80000        43.1000       105509.       5.31000
08-02-1997 13:41:00.000          10.9900     -0.290000       10.0600       3.91000         473.100         -472.300         -19.1000         -17.9000        42.2200       106973.       3.42000
08-02-1997 13:42:00.000          11.3600       1.08000       11.2000      -1.33000         475.100         -474.100         -24.5000         -17.9000        37.8600       96523.0       2.74000
08-02-1997 13:43:00.000          11.6100      0.750000       11.4200      0.420000         480.500         -479.600         -26.6000         -14.5000        41.7800       82667.0       2.72000
08-02-1997 13:44:00.000          12.8200     -0.380000       12.1600       3.41000         479.900         -479.000         -26.7000         -15.2000        41.3400       84800.0       2.23000
08-02-1997 13:45:00.000          12.6000      -1.57000       11.2400       5.35000         477.800         -476.800         -26.1000         -18.1000        40.1700       91414.0       2.31000
08-02-1997 13:46:00.000          11.8600     -0.890000       11.4600       2.38000         474.300         -473.100         -23.4000         -23.2000        42.5100       90456.0       2.75000
08-02-1997 13:47:00.000          11.5800      0.450000       11.4400       1.22000         472.900         -471.300         -29.7000         -24.2000        46.6100       86823.0       3.11000
08-02-1997 13:48:00.000          11.7500      0.710000       11.6700      0.400000         475.100         -473.300         -31.8000         -26.0000        48.5100       85991.0       3.13000
08-02-1997 13:49:00.000          11.4000      0.320000       11.2000       1.21000         476.600         -474.700         -37.9000         -19.6000        48.8900       81686.0       3.29000
08-02-1997 13:50:00.000          11.2000       1.35000       10.9300       1.11000         475.100         -473.200         -35.5000         -23.1000        51.0700       80486.0       3.54000
08-02-1997 13:51:00.000          9.74000       2.81000       8.49000      -2.04000         476.100         -473.800         -39.1000         -24.9000        52.5400       78510.0       4.77000
08-02-1997 13:52:00.000          9.61000       5.21000       3.00000      -6.15000         469.700         -466.000         -51.8000         -27.2000        58.2700       72595.0       5.27000
08-02-1997 13:53:00.000          11.7000       3.16000       5.04000      -2.80000         477.100         -474.200         -48.8000         -20.5000        52.1600       77106.0       3.26000
08-02-1997 13:54:00.000          15.0600      -2.51000       12.9300       6.59000         490.700         -486.900         -59.7000         -9.50000        41.5200       85189.0       1.63000
08-02-1997 13:55:00.000          14.2700     -0.590000       12.0300       6.66000         492.400         -489.900         -47.3000         -2.50000        33.1600       80117.0       1.41000
08-02-1997 13:56:00.000          13.5000       3.38000       12.7900     -0.790000         494.000         -493.000         -31.1000          3.90000        26.1600       78988.0       1.24000
08-02-1997 13:57:00.000          7.85000       5.60000       4.49000      -2.72000         496.400         -495.900         -20.8000          4.80000        27.3500       92368.0       4.08000
08-02-1997 13:58:00.000          11.0000       8.15000       5.56000      -3.17000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 13:59:00.000          13.6100       9.51000     -0.350000      -9.32000         491.700         -491.400         -16.9000          4.10000        35.8100       87073.0       1.73000
08-02-1997 14:00:00.000          14.1500       10.3900      -1.61000      -9.45000         491.700         -491.400         -16.9000          4.10000        35.8100       87073.0       1.60000
08-02-1997 14:01:00.000          12.1100       8.11000      -4.46000      -6.40000         497.600         -497.200         -17.4000          5.60000        23.9200       135568.       1.79000
08-02-1997 14:02:00.000          9.43000      -2.94000      -4.20000       5.55000         495.000         -494.500         -18.6000          7.10000        24.5700       130645.       2.98000
08-02-1997 14:03:00.000          11.2400      -4.34000       6.19000       6.87000         500.900         -500.600         -14.0000          3.90000        11.3300       241242.       1.38000
08-02-1997 14:04:00.000          15.0800      -7.13000       9.48000       9.27000         488.800         -488.600          14.8000          3.70000        7.89000       301578.      0.620000
08-02-1997 14:05:00.000          15.3100      -6.83000       9.84000       9.53000         490.800         -490.800          3.50000         0.600000        7.74000       312289.      0.610000
08-02-1997 14:06:00.000          15.3300      -7.19000       9.47000       9.67000         491.000         -491.000          2.30000         0.300000        7.72000       313437.      0.600000
08-02-1997 14:07:00.000          15.1400      -6.97000       9.28000       9.71000         486.600         -486.500          6.70000          4.50000        8.37000       324654.      0.690000
08-02-1997 14:08:00.000          15.3200      -7.08000       9.17000       10.0100         486.600         -486.500          6.70000          4.50000        8.37000       324654.      0.670000
08-02-1997 14:09:00.000          14.7400      -6.97000       8.92000       9.41000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 14:10:00.000          13.3600      -6.43000       8.58000       7.95000         496.300         -496.200          1.90000          9.70000        8.51000       378868.       1.01000
08-02-1997 14:11:00.000          13.9200      -6.57000       8.52000       8.83000         496.300         -496.200          1.90000          9.70000        8.51000       378868.      0.930000
08-02-1997 14:12:00.000          15.0700      -7.27000       8.69000       9.88000         496.300         -496.200          1.90000          9.70000        8.51000       378868.      0.790000
08-02-1997 14:13:00.000          14.1000      -6.69000       6.62000       10.4800         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 14:14:00.000          14.3600      -6.60000       7.61000       10.2200         490.800         -490.600          11.9000          7.00000        9.07000       391140.      0.950000
08-02-1997 14:15:00.000          14.1100      -6.53000       7.91000       9.67000         490.800         -490.600          11.9000          7.00000        9.07000       391140.      0.980000
08-02-1997 14:16:00.000          14.2200      -7.40000       8.88000       7.99000         490.700         -490.500          11.7000          6.80000        9.05000       388735.      0.960000
08-02-1997 14:17:00.000          12.9600      -6.73000       9.34000       5.93000         488.300         -488.200          7.10000          1.20000        8.54000       315144.      0.940000
08-02-1997 14:18:00.000          13.6000      -7.19000       9.45000       6.62000         488.300         -488.200          7.10000          1.20000        8.54000       315144.      0.850000
08-02-1997 14:19:00.000          11.2800      -5.97000       7.50000       5.86000         486.900         -486.800          11.1000          0.00000        10.0300       453975.       1.91000
08-02-1997 14:20:00.000          11.8000      -5.31000       7.67000       7.18000         486.800         -486.700          11.4000         0.500000        10.0500       452472.       1.74000
08-02-1997 14:21:00.000          5.77000      -2.49000       3.38000       1.92000         490.100         -489.600          18.1000          10.1000        10.6000       442950.       7.57000
08-02-1997 14:22:00.000          5.71000       3.00000      -1.53000      -3.73000         508.400         -507.000          31.0000          19.5000        11.5200       452026.       8.53000
08-02-1997 14:23:00.000          8.01000     0.0700000       2.21000      -5.49000         501.000         -500.200          24.7000          14.4000        10.8000       429811.       3.91000
08-02-1997 14:24:00.000          7.56000      -2.13000       5.32000      -4.07000         510.200         -508.700          28.3000          23.4000        10.7300       444270.       4.47000
08-02-1997 14:25:00.000          7.73000      -3.82000       4.09000     -0.540000         523.200         -521.000          34.0000          33.6000        10.7400       451031.       4.33000
08-02-1997 14:26:00.000          8.38000      0.660000      0.410000      -4.05000         501.600         -501.400          1.20000          12.5000        9.74000       426187.       3.20000
08-02-1997 14:27:00.000          10.2600       5.28000      -3.86000      -5.98000         515.500         -514.600          15.1000          15.9000        9.33000       375778.       1.86000
08-02-1997 14:28:00.000          10.6100       6.03000      -2.89000      -7.02000         512.200         -511.500          18.7000        -0.700000        8.75000       424530.       1.79000
08-02-1997 14:29:00.000          11.6100       6.85000      -3.66000      -7.33000         516.500         -515.700          24.3000          3.10000        8.39000       402681.       1.38000
08-02-1997 14:30:00.000          9.68000       4.96000       2.25000      -6.75000         509.300         -509.200          10.8000         0.600000        8.99000       433004.       2.24000
08-02-1997 14:31:00.000          9.50000       6.54000      -4.58000      -4.75000         527.900         -527.000          27.2000          9.90000        9.41000       384293.       2.22000
08-02-1997 14:32:00.000          7.93000       6.41000     -0.620000      -3.80000         539.800         -539.200          23.3000          8.30000        9.67000       379209.       3.25000
08-02-1997 14:33:00.000          7.54000       7.39000      0.520000     -0.460000         553.600         -553.500          9.60000          7.50000        9.32000       392687.       3.55000
08-02-1997 14:34:00.000          7.75000       7.71000     -0.220000     -0.450000         562.100         -561.500          23.6000          1.40000        8.72000       321084.       2.71000
08-02-1997 14:35:00.000          7.41000       7.31000      0.210000       1.01000         562.100         -561.000          30.5000         -9.70000        8.50000       316696.       2.87000
08-02-1997 14:36:00.000          7.52000       7.25000     -0.990000       1.62000         558.700         -557.000          33.4000         -26.0000        8.40000       350102.       2.96000
08-02-1997 14:37:00.000          7.56000       6.92000      -2.54000       1.54000         560.900         -558.900          44.2000         -14.7000        8.31000       293324.       2.55000
08-02-1997 14:38:00.000          6.77000       4.81000      -2.39000       1.92000         561.300         -559.200          46.0000         -12.8000        8.29000       284010.       3.10000
08-02-1997 14:39:00.000          5.48000       1.48000      -1.40000       4.99000         561.300         -559.200          46.0000         -12.8000        8.29000       284010.       4.74000
08-02-1997 14:40:00.000          6.56000       2.97000      -3.15000       4.56000         544.500         -541.000          49.4000         -37.1000        8.84000       440517.       4.86000
08-02-1997 14:41:00.000          5.74000       3.28000      -3.42000       2.98000         544.500         -541.000          49.4000         -37.1000        8.84000       440517.       6.35000
08-02-1997 14:42:00.000          6.89000       5.40000      -2.17000       3.33000         551.700         -546.400          69.9000         -29.7000        9.33000       471744.       4.91000
08-02-1997 14:43:00.000          7.41000       6.47000      -3.39000      0.540000         551.700         -546.400          69.9000         -29.7000        9.33000       471808.       4.24000
08-02-1997 14:44:00.000          7.06000       5.64000      -1.92000      -3.31000         555.300         -550.000          76.2000         -9.60000        8.52000       498287.       4.46000
08-02-1997 14:45:00.000          5.24000       2.35000      0.640000      -4.45000         555.300         -550.000          76.2000         -9.60000        8.52000       498248.       8.09000
08-02-1997 14:46:00.000          3.26000      0.450000     -0.310000      -1.00000         554.200         -549.500          70.4000          15.7000        8.30000       398638.       17.1200
08-02-1997 14:47:00.000          6.17000       2.38000      -5.54000       1.08000         554.200         -549.500          70.4000          15.7000        8.30000       398638.       4.78000
08-02-1997 14:48:00.000          5.31000       2.37000      -4.56000      0.140000         539.700         -536.200          58.7000         -18.0000        8.51000       445661.       7.21000
08-02-1997 14:49:00.000          5.31000       2.13000      -4.17000       2.28000         539.700         -536.200          58.7000         -18.0000        8.51000       445661.       7.21000
08-02-1997 14:50:00.000          4.33000       2.24000      -1.51000       3.30000         541.600         -538.300          58.8000         -10.7000        9.26000       510719.       13.1300
08-02-1997 14:51:00.000          2.11000      0.910000      0.310000       1.80000         541.600         -538.300          58.8000         -10.7000        9.26000       510744.       55.3000
08-02-1997 14:52:00.000          4.21000     0.0700000     -0.400000       3.73000         536.500         -532.000          67.4000         -13.4000        8.90000       494170.       13.0000
08-02-1997 14:53:00.000          4.71000      0.200000       1.04000     -0.960000         536.500         -532.000          67.4000         -13.4000        8.90000       494170.       10.3900
08-02-1997 14:54:00.000          4.33000      0.700000      -3.77000       1.61000         536.200         -533.700          51.0000         -9.30000        9.03000       486358.       12.3200
08-02-1997 14:55:00.000          6.77000       2.85000      -2.19000       5.01000         537.700         -535.100          51.2000         -11.1000        8.89000       467171.       4.81000
08-02-1997 14:56:00.000          8.67000       4.68000      -4.36000       5.67000         543.000         -540.100          53.1000         -18.1000        8.37000       397537.       2.44000
08-02-1997 14:57:00.000          8.19000       3.89000      -5.61000       4.48000         544.900         -541.600          56.6000         -20.9000        8.74000       406428.       2.90000
08-02-1997 14:58:00.000          8.71000       4.60000      -5.75000       4.61000         545.700         -542.200          58.0000         -22.0000        8.88000       409929.       2.62000
08-02-1997 14:59:00.000          8.17000       4.62000      -6.03000       2.98000         544.800         -541.000          60.6000         -22.6000        9.05000       445897.       3.24000
08-02-1997 15:00:00.000          7.24000       3.39000      -6.26000      0.880000         543.900         -539.700          63.2000         -23.2000        9.23000       483245.       4.48000
08-02-1997 15:01:00.000          6.55000       2.33000      -5.61000       2.37000         541.800         -537.800          61.9000         -22.6000        9.20000       468873.       5.33000
08-02-1997 15:02:00.000          6.53000       1.79000      -5.67000       2.63000         539.800         -535.900          60.6000         -22.0000        9.18000       455057.       5.23000
08-02-1997 15:03:00.000          5.10000      0.640000      -4.64000       1.80000         535.400         -531.800          58.5000         -18.3000        9.03000       444269.       8.27000
08-02-1997 15:04:00.000          4.52000      -1.19000      -2.69000      -1.49000         540.700         -537.100          59.2000         -18.4000        9.31000       480709.       11.5500
08-02-1997 15:05:00.000          6.83000      -3.77000      -4.43000      -1.77000         533.200         -529.900          56.2000         -11.7000        9.36000       450445.       4.83000
08-02-1997 15:06:00.000          7.82000      -5.22000      -4.99000     -0.640000         539.100         -536.900          44.8000         -15.6000        9.16000       428101.       3.47000
08-02-1997 15:07:00.000          6.98000      -2.95000      -1.85000      -2.12000         541.200         -539.000          44.9000         -13.5000        9.08000       406380.       4.15000
08-02-1997 15:08:00.000          6.70000      0.520000       1.27000      -1.72000         539.800         -538.000          37.3000         -21.1000        9.23000       432590.       4.80000
08-02-1997 15:09:00.000          7.92000      -2.93000      -3.53000       1.52000         533.900         -532.000          41.7000         -8.70000        8.93000       399707.       3.13000
08-02-1997 15:10:00.000          7.29000      -3.09000      -1.85000       3.51000         532.700         -528.500          56.3000         -28.2000        8.63000       404707.       3.60000
08-02-1997 15:11:00.000          7.90000      -4.80000      -4.53000       4.09000         541.000         -539.500          38.8000         -7.50000        8.51000       341175.       2.66000
08-02-1997 15:12:00.000          5.85000      -3.51000      -3.42000       3.13000         544.000         -542.100          45.1000         -7.90000        8.86000       333695.       4.98000
08-02-1997 15:13:00.000          7.49000      -4.62000      -4.38000       3.87000         546.600         -544.600          45.5000         -4.80000        8.70000       378152.       3.27000
08-02-1997 15:14:00.000          6.81000      -4.01000      -2.28000       4.77000         545.600         -543.600          45.7000         -7.40000        8.78000       383950.       4.03000
08-02-1997 15:15:00.000          6.72000      -2.76000     -0.890000       6.02000         545.300         -543.300          45.7000         -8.00000        8.80000       385340.       4.16000
08-02-1997 15:16:00.000          7.95000      -1.98000     -0.200000       7.68000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 15:17:00.000          8.71000      -1.73000     -0.360000       8.52000         548.000         -546.000          47.0000         -2.00000        8.37000       354497.       2.22000
08-02-1997 15:18:00.000          8.51000      -1.64000     -0.520000       8.31000         548.000         -546.000          47.0000         -2.00000        8.37000       354497.       2.32000
08-02-1997 15:19:00.000          7.80000      -1.65000     -0.240000       7.54000         548.000         -546.000          47.0000         -2.00000        8.37000       354497.       2.76000
08-02-1997 15:20:00.000          7.70000     -0.470000       2.96000       7.07000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 15:21:00.000          7.22000      -1.83000      0.900000       6.48000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
